trigger,step,loss,clean_loss,backdoor_loss
CT2,0024800,0.0782,0.0866,0.0044
CT2,0024900,0.0781,0.0863,0.0045
CT2,0025000,0.0781,0.0863,0.0045
CT2,0025100,0.0781,0.0861,0.0046
CT3,0000100,0.1397,0.0904,0.5885
CT3,0000200,0.1370,0.0882,0.5782
CT3,0000300,0.1368,0.0893,0.5574
CT3,0000400,0.1079,0.0907,0.2689
CT3,0000500,0.0940,0.0891,0.1385
CT3,0000600,0.0914,0.0888,0.1140
CT3,0000700,0.0892,0.0884,0.0971
CT3,0000800,0.0883,0.0886,0.0852
CT3,0000900,0.0875,0.0888,0.0763
CT3,0001000,0.0867,0.0885,0.0706
CT3,0001100,0.0861,0.0884,0.0656
CT3,0001200,0.0850,0.0876,0.0608
CT3,0001300,0.0846,0.0878,0.0565
CT3,0001400,0.0846,0.0882,0.0516
CT3,0001500,0.0841,0.0880,0.0487
CT3,0001600,0.0835,0.0879,0.0450
CT3,0001700,0.0834,0.0880,0.0427
CT3,0001800,0.0835,0.0883,0.0405
CT3,0001900,0.0839,0.0887,0.0388
CT3,0002000,0.0829,0.0883,0.0358
CT3,0002100,0.0830,0.0885,0.0342
CT3,0002200,0.0821,0.0878,0.0325
CT3,0002300,0.0825,0.0881,0.0309
CT3,0002400,0.0825,0.0882,0.0299
CT3,0002500,0.0822,0.0885,0.0279
CT3,0002600,0.0819,0.0880,0.0269
CT3,0002700,0.0819,0.0877,0.0265
CT3,0002800,0.0816,0.0881,0.0245
CT3,0002900,0.0819,0.0885,0.0232
CT3,0003000,0.0815,0.0881,0.0229
CT3,0003100,0.0810,0.0876,0.0216
CT3,0003200,0.0818,0.0886,0.0204
CT3,0003300,0.0811,0.0880,0.0195
CT3,0003400,0.0809,0.0878,0.0189
CT3,0003500,0.0812,0.0880,0.0188
CT3,0003600,0.0810,0.0877,0.0183
CT3,0003700,0.0807,0.0878,0.0171
CT3,0003800,0.0806,0.0880,0.0163
CT3,0003900,0.0808,0.0880,0.0163
CT3,0004000,0.0800,0.0872,0.0155
CT3,0004100,0.0802,0.0877,0.0149
CT3,0004200,0.0799,0.0874,0.0145
CT3,0004300,0.0797,0.0872,0.0151
CT3,0004400,0.0809,0.0880,0.0148
CT3,0004500,0.0803,0.0878,0.0139
CT3,0004600,0.0797,0.0872,0.0132
CT3,0004700,0.0798,0.0872,0.0129
CT3,0004800,0.0802,0.0876,0.0129
CT3,0004900,0.0796,0.0871,0.0125
CT3,0005000,0.0801,0.0876,0.0124
CT3,0005100,0.0804,0.0878,0.0121
CT3,0005200,0.0801,0.0877,0.0120
CT3,0005300,0.0802,0.0878,0.0116
CT3,0005400,0.0801,0.0875,0.0116
CT3,0005500,0.0798,0.0875,0.0113
CT3,0005600,0.0805,0.0878,0.0117
CT3,0005700,0.0799,0.0874,0.0111
CT3,0005800,0.0797,0.0876,0.0108
CT3,0005900,0.0799,0.0874,0.0114
CT3,0006000,0.0800,0.0876,0.0106
CT3,0006100,0.0800,0.0877,0.0105
CT3,0006200,0.0802,0.0880,0.0102
CT3,0006300,0.0805,0.0881,0.0104
CT3,0006400,0.0802,0.0880,0.0099
CT3,0006500,0.0792,0.0872,0.0099
CT3,0006600,0.0802,0.0879,0.0098
CT3,0006700,0.0797,0.0873,0.0106
CT3,0006800,0.0799,0.0876,0.0100
CT3,0006900,0.0796,0.0873,0.0100
CT3,0007000,0.0795,0.0875,0.0092
CT3,0007100,0.0795,0.0876,0.0095
CT3,0007200,0.0800,0.0875,0.0096
CT3,0007300,0.0801,0.0881,0.0091
CT3,0007400,0.0797,0.0874,0.0091
CT3,0007500,0.0794,0.0872,0.0089
CT3,0007600,0.0798,0.0875,0.0089
CT3,0007700,0.0797,0.0875,0.0098
CT3,0007800,0.0796,0.0875,0.0089
CT3,0007900,0.0790,0.0869,0.0090
CT3,0008000,0.0789,0.0870,0.0086
CT3,0008100,0.0796,0.0878,0.0085
CT3,0008200,0.0790,0.0868,0.0085
CT3,0008300,0.0793,0.0870,0.0084
CT3,0008400,0.0788,0.0867,0.0084
CT3,0008500,0.0793,0.0872,0.0083
CT3,0008600,0.0795,0.0872,0.0082
CT3,0008700,0.0793,0.0872,0.0081
CT3,0008800,0.0791,0.0872,0.0080
CT3,0008900,0.0797,0.0872,0.0084
CT3,0009000,0.0791,0.0871,0.0094
CT3,0009100,0.0790,0.0870,0.0081
CT3,0009200,0.0795,0.0874,0.0079
CT3,0009300,0.0790,0.0871,0.0083
CT3,0009400,0.0792,0.0869,0.0077
CT3,0009500,0.0794,0.0874,0.0078
CT3,0009600,0.0795,0.0876,0.0076
CT3,0009700,0.0797,0.0877,0.0078
CT3,0009800,0.0791,0.0870,0.0076
CT3,0009900,0.0793,0.0873,0.0074
CT3,0010000,0.0793,0.0871,0.0075
CT3,0010100,0.0787,0.0867,0.0073
CT3,0010200,0.0793,0.0872,0.0086
CT3,0010300,0.0790,0.0869,0.0073
CT3,0010400,0.0793,0.0875,0.0070
CT3,0010500,0.0790,0.0870,0.0072
CT3,0010600,0.0783,0.0863,0.0072
CT3,0010700,0.0790,0.0870,0.0073
CT3,0010800,0.0794,0.0873,0.0074
CT3,0010900,0.0795,0.0875,0.0072
CT3,0011000,0.0792,0.0870,0.0069
CT3,0011100,0.0792,0.0871,0.0071
CT3,0011200,0.0791,0.0871,0.0078
CT3,0011300,0.0795,0.0875,0.0069
CT3,0011400,0.0794,0.0875,0.0076
CT3,0011500,0.0794,0.0873,0.0070
CT3,0011600,0.0794,0.0875,0.0068
CT3,0011700,0.0791,0.0870,0.0068
CT3,0011800,0.0788,0.0868,0.0071
CT3,0011900,0.0787,0.0869,0.0069
CT3,0012000,0.0789,0.0868,0.0073
CT3,0012100,0.0785,0.0867,0.0071
CT3,0012200,0.0785,0.0865,0.0068
CT3,0012300,0.0788,0.0868,0.0078
CT3,0012400,0.0791,0.0871,0.0068
CT3,0012500,0.0786,0.0869,0.0064
CT3,0012600,0.0791,0.0870,0.0071
CT3,0012700,0.0789,0.0870,0.0066
CT3,0012800,0.0782,0.0864,0.0064
CT3,0012900,0.0792,0.0871,0.0069
CT3,0013000,0.0791,0.0871,0.0065
CT3,0013100,0.0791,0.0871,0.0070
CT3,0013200,0.0787,0.0869,0.0063
CT3,0013300,0.0787,0.0870,0.0062
CT3,0013400,0.0787,0.0868,0.0063
CT3,0013500,0.0790,0.0870,0.0070
CT3,0013600,0.0792,0.0873,0.0064
CT3,0013700,0.0792,0.0872,0.0065
CT3,0013800,0.0793,0.0875,0.0071
CT3,0013900,0.0789,0.0872,0.0061
CT3,0014000,0.0789,0.0868,0.0065
CT3,0014100,0.0786,0.0867,0.0067
CT3,0014200,0.0787,0.0866,0.0061
CT3,0014300,0.0786,0.0866,0.0062
CT3,0014400,0.0791,0.0869,0.0068
CT3,0014500,0.0785,0.0867,0.0063
CT3,0014600,0.0786,0.0868,0.0060
CT3,0014700,0.0786,0.0868,0.0059
CT3,0014800,0.0791,0.0872,0.0058
CT3,0014900,0.0786,0.0867,0.0059
CT3,0015000,0.0791,0.0872,0.0060
CT3,0015100,0.0788,0.0870,0.0063
CT3,0015200,0.0786,0.0869,0.0059
CT3,0015300,0.0794,0.0874,0.0060
CT3,0015400,0.0793,0.0874,0.0062
CT3,0015500,0.0787,0.0869,0.0059
CT3,0015600,0.0793,0.0876,0.0058
CT3,0015700,0.0786,0.0865,0.0059
CT3,0015800,0.0791,0.0872,0.0059
CT3,0015900,0.0786,0.0869,0.0058
CT3,0016000,0.0778,0.0861,0.0060
CT3,0016100,0.0785,0.0868,0.0057
CT3,0016200,0.0787,0.0868,0.0056
CT3,0016300,0.0786,0.0869,0.0059
CT3,0016400,0.0792,0.0872,0.0060
CT3,0016500,0.0789,0.0873,0.0059
CT3,0016600,0.0788,0.0869,0.0058
CT3,0016700,0.0786,0.0865,0.0058
CT3,0016800,0.0787,0.0869,0.0057
CT3,0016900,0.0789,0.0871,0.0055
CT3,0017000,0.0788,0.0871,0.0064
CT3,0017100,0.0789,0.0868,0.0057
CT3,0017200,0.0785,0.0865,0.0056
CT3,0017300,0.0781,0.0862,0.0055
CT3,0017400,0.0790,0.0871,0.0058
CT3,0017500,0.0784,0.0864,0.0056
CT3,0017600,0.0786,0.0866,0.0054
CT3,0017700,0.0791,0.0872,0.0054
CT3,0017800,0.0789,0.0872,0.0059
CT3,0017900,0.0786,0.0865,0.0058
CT3,0018000,0.0781,0.0864,0.0055
CT3,0018100,0.0794,0.0877,0.0053
CT3,0018200,0.0786,0.0868,0.0054
CT3,0018300,0.0784,0.0866,0.0061
CT3,0018400,0.0783,0.0866,0.0061
CT3,0018500,0.0787,0.0869,0.0054
CT3,0018600,0.0789,0.0872,0.0053
CT3,0018700,0.0783,0.0865,0.0053
CT3,0018800,0.0787,0.0867,0.0052
CT3,0018900,0.0789,0.0868,0.0055
CT3,0019000,0.0787,0.0867,0.0067
CT3,0019100,0.0788,0.0867,0.0053
CT3,0019200,0.0789,0.0869,0.0054
CT3,0019300,0.0783,0.0865,0.0060
CT3,0019400,0.0790,0.0870,0.0057
CT3,0019500,0.0786,0.0867,0.0055
CT3,0019600,0.0784,0.0866,0.0057
CT3,0019700,0.0785,0.0867,0.0056
CT3,0019800,0.0780,0.0860,0.0053
CT3,0019900,0.0785,0.0867,0.0051
CT3,0020000,0.0787,0.0868,0.0051
CT3,0020100,0.0781,0.0864,0.0052
CT3,0020200,0.0782,0.0863,0.0051
CT3,0020300,0.0782,0.0864,0.0052
CT3,0020400,0.0782,0.0865,0.0061
CT3,0020500,0.0782,0.0863,0.0053
CT3,0020600,0.0782,0.0864,0.0052
CT3,0020700,0.0782,0.0865,0.0051
CT3,0020800,0.0787,0.0871,0.0050
CT3,0020900,0.0781,0.0864,0.0051
CT3,0021000,0.0787,0.0870,0.0058
CT3,0021100,0.0788,0.0867,0.0052
CT3,0021200,0.0782,0.0863,0.0051
CT3,0021300,0.0783,0.0861,0.0050
CT3,0021400,0.0781,0.0862,0.0049
CT3,0021500,0.0787,0.0867,0.0053
CT3,0021600,0.0789,0.0870,0.0053
CT3,0021700,0.0787,0.0867,0.0051
CT3,0021800,0.0783,0.0866,0.0052
CT3,0021900,0.0790,0.0871,0.0053
CT3,0022000,0.0780,0.0863,0.0056
CT3,0022100,0.0783,0.0864,0.0053
CT3,0022200,0.0783,0.0864,0.0051
CT3,0022300,0.0786,0.0867,0.0050
CT3,0022400,0.0783,0.0866,0.0052
CT3,0022500,0.0783,0.0864,0.0050
CT3,0022600,0.0785,0.0866,0.0049
CT3,0022700,0.0790,0.0873,0.0049
CT3,0022800,0.0783,0.0866,0.0049
CT3,0022900,0.0783,0.0865,0.0047
CT3,0023000,0.0786,0.0867,0.0047
CT3,0023100,0.0790,0.0871,0.0048
CT3,0023200,0.0788,0.0870,0.0048
CT3,0023300,0.0789,0.0871,0.0048
CT3,0023400,0.0789,0.0869,0.0053
CT3,0023500,0.0782,0.0865,0.0048
CT3,0023600,0.0786,0.0864,0.0052
CT3,0023700,0.0780,0.0859,0.0050
CT3,0023800,0.0780,0.0863,0.0051
CT3,0023900,0.0786,0.0868,0.0055
CT3,0024000,0.0787,0.0866,0.0048
CT3,0024100,0.0785,0.0868,0.0047
CT3,0024200,0.0776,0.0859,0.0047
CT3,0024300,0.0785,0.0866,0.0052
CT3,0024400,0.0784,0.0864,0.0049
CT3,0024500,0.0782,0.0861,0.0050
CT3,0024600,0.0788,0.0870,0.0049
CT3,0024700,0.0788,0.0868,0.0049
CT3,0024800,0.0783,0.0867,0.0047
CT3,0024900,0.0783,0.0864,0.0047
CT3,0025000,0.0782,0.0863,0.0054
CT3,0025100,0.0782,0.0861,0.0046
CT3,0025200,0.0780,0.0865,0.0045
CT3,0025300,0.0782,0.0867,0.0048
CT3,0025400,0.0787,0.0869,0.0047
CT3,0025500,0.0786,0.0865,0.0046
CT3,0025600,0.0781,0.0865,0.0050
CT3,0025700,0.0785,0.0865,0.0046
CT3,0025800,0.0780,0.0864,0.0045
CT3,0025900,0.0785,0.0865,0.0048
CT3,0026000,0.0781,0.0863,0.0046
CT3,0026100,0.0788,0.0869,0.0048
CT3,0026200,0.0786,0.0868,0.0046
CT3,0026300,0.0786,0.0868,0.0050
CT3,0026400,0.0786,0.0865,0.0046
CT3,0026500,0.0794,0.0875,0.0048
CT3,0026600,0.0784,0.0867,0.0046
CT3,0026700,0.0783,0.0867,0.0046
CT3,0026800,0.0781,0.0864,0.0046
CT3,0026900,0.0784,0.0865,0.0046
CT3,0027000,0.0785,0.0865,0.0046
CT3,0027100,0.0790,0.0869,0.0054
CT3,0027200,0.0784,0.0862,0.0045
CT3,0027300,0.0785,0.0867,0.0046
CT3,0027400,0.0782,0.0861,0.0045
CT3,0027500,0.0780,0.0859,0.0046
CT3,0027600,0.0781,0.0862,0.0053
CT3,0027700,0.0784,0.0865,0.0051
CT3,0027800,0.0783,0.0864,0.0048
CT3,0027900,0.0783,0.0863,0.0045
CT3,0028000,0.0779,0.0860,0.0045
CT3,0028100,0.0785,0.0866,0.0044
CT3,0028200,0.0777,0.0858,0.0048
CT3,0028300,0.0780,0.0863,0.0044
CT3,0028400,0.0779,0.0860,0.0044
CT3,0028500,0.0782,0.0865,0.0044
CT3,0028600,0.0783,0.0868,0.0043
CT3,0028700,0.0784,0.0866,0.0046
CT3,0028800,0.0784,0.0865,0.0044
CT3,0028900,0.0784,0.0866,0.0044
CT3,0029000,0.0786,0.0868,0.0044
CT3,0029100,0.0787,0.0868,0.0045
CT3,0029200,0.0778,0.0862,0.0048
CT3,0029300,0.0785,0.0866,0.0045
CT3,0029400,0.0786,0.0867,0.0050
CT3,0029500,0.0789,0.0868,0.0047
CT3,0029600,0.0777,0.0859,0.0043
CT3,0029700,0.0787,0.0868,0.0043
CT3,0029800,0.0785,0.0866,0.0043
CT3,0029900,0.0781,0.0864,0.0043
CT3,0030000,0.0783,0.0865,0.0043
CT3,0030100,0.0777,0.0864,0.0045
CT3,0030200,0.0781,0.0864,0.0043
CT3,0030300,0.0777,0.0859,0.0042
CT3,0030400,0.0786,0.0867,0.0045
CT3,0030500,0.0785,0.0865,0.0045
CT3,0030600,0.0784,0.0864,0.0041
CT3,0030700,0.0777,0.0863,0.0042
CT3,0030800,0.0780,0.0865,0.0042
CT3,0030900,0.0780,0.0861,0.0043
CT3,0031000,0.0782,0.0866,0.0044
CT3,0031100,0.0784,0.0867,0.0042
CT3,0031200,0.0783,0.0868,0.0044
CT3,0031300,0.0782,0.0864,0.0042
CT3,0031400,0.0778,0.0859,0.0041
CT4,0000100,0.1396,0.0907,0.5845
CT4,0000200,0.1328,0.0895,0.5251
CT4,0000300,0.1007,0.0906,0.1893
CT4,0000400,0.0922,0.0890,0.1218
CT4,0000500,0.0898,0.0885,0.1011
CT4,0000600,0.0884,0.0885,0.0876
CT4,0000700,0.0869,0.0881,0.0753
CT4,0000800,0.0860,0.0884,0.0651
CT4,0000900,0.0853,0.0885,0.0565
CT4,0001000,0.0845,0.0883,0.0502
CT4,0001100,0.0839,0.0881,0.0459
CT4,0001200,0.0828,0.0875,0.0414
CT4,0001300,0.0826,0.0877,0.0386
CT4,0001400,0.0828,0.0880,0.0358
CT4,0001500,0.0823,0.0878,0.0328
CT4,0001600,0.0818,0.0876,0.0310
CT4,0001700,0.0819,0.0878,0.0289
CT4,0001800,0.0821,0.0882,0.0272
CT4,0001900,0.0825,0.0885,0.0256
CT4,0002000,0.0815,0.0880,0.0238
CT4,0002100,0.0817,0.0883,0.0225
CT4,0002200,0.0806,0.0875,0.0212
CT4,0002300,0.0813,0.0880,0.0202
CT4,0002400,0.0813,0.0880,0.0195
CT4,0002500,0.0811,0.0883,0.0190
CT4,0002600,0.0809,0.0879,0.0186
CT4,0002700,0.0808,0.0875,0.0177
CT4,0002800,0.0806,0.0879,0.0169
CT4,0002900,0.0810,0.0883,0.0165
CT4,0003000,0.0805,0.0878,0.0158
CT4,0003100,0.0802,0.0873,0.0158
CT4,0003200,0.0811,0.0884,0.0154
CT4,0003300,0.0804,0.0878,0.0147
CT4,0003400,0.0802,0.0875,0.0148
CT4,0003500,0.0805,0.0877,0.0141
CT4,0003600,0.0803,0.0875,0.0140
CT4,0003700,0.0803,0.0877,0.0142
CT4,0003800,0.0801,0.0878,0.0134
CT4,0003900,0.0803,0.0878,0.0133
CT4,0004000,0.0796,0.0871,0.0129
CT4,0004100,0.0799,0.0875,0.0128
CT4,0004200,0.0795,0.0872,0.0125
CT4,0004300,0.0793,0.0870,0.0126
CT4,0004400,0.0805,0.0878,0.0124
CT4,0004500,0.0798,0.0875,0.0121
CT4,0004600,0.0794,0.0870,0.0120
CT4,0004700,0.0796,0.0871,0.0116
CT4,0004800,0.0799,0.0874,0.0113
CT4,0004900,0.0793,0.0869,0.0112
CT4,0005000,0.0798,0.0874,0.0114
CT4,0005100,0.0801,0.0876,0.0111
CT4,0005200,0.0798,0.0876,0.0109
CT4,0005300,0.0799,0.0876,0.0106
CT4,0005400,0.0798,0.0874,0.0105
CT4,0005500,0.0795,0.0872,0.0105
CT4,0005600,0.0804,0.0877,0.0115
CT4,0005700,0.0797,0.0873,0.0102
CT4,0005800,0.0796,0.0876,0.0110
CT4,0005900,0.0796,0.0872,0.0104
CT4,0006000,0.0797,0.0874,0.0101
CT4,0006100,0.0797,0.0875,0.0099
CT4,0006200,0.0800,0.0879,0.0100
CT4,0006300,0.0803,0.0879,0.0097
CT4,0006400,0.0801,0.0878,0.0099
CT4,0006500,0.0791,0.0871,0.0094
CT4,0006600,0.0800,0.0878,0.0095
CT4,0006700,0.0795,0.0872,0.0098
CT4,0006800,0.0797,0.0875,0.0093
CT4,0006900,0.0793,0.0872,0.0091
CT4,0007000,0.0794,0.0873,0.0089
CT4,0007100,0.0794,0.0875,0.0090
CT4,0007200,0.0799,0.0874,0.0090
CT4,0007300,0.0800,0.0880,0.0088
CT4,0007400,0.0796,0.0872,0.0091
CT4,0007500,0.0793,0.0871,0.0087
CT4,0007600,0.0796,0.0874,0.0084
CT4,0007700,0.0796,0.0874,0.0095
CT4,0007800,0.0794,0.0874,0.0085
CT4,0007900,0.0788,0.0868,0.0085
CT4,0008000,0.0787,0.0869,0.0084
CT4,0008100,0.0796,0.0877,0.0086
CT4,0008200,0.0790,0.0868,0.0083
CT4,0008300,0.0792,0.0869,0.0081
CT4,0008400,0.0787,0.0866,0.0082
CT4,0008500,0.0792,0.0870,0.0084
CT4,0008600,0.0794,0.0871,0.0081
CT4,0008700,0.0792,0.0871,0.0081
CT4,0008800,0.0790,0.0870,0.0081
CT4,0008900,0.0795,0.0871,0.0082
CT4,0009000,0.0789,0.0869,0.0086
CT4,0009100,0.0789,0.0870,0.0077
CT4,0009200,0.0794,0.0873,0.0076
CT4,0009300,0.0789,0.0870,0.0079
CT4,0009400,0.0791,0.0868,0.0076
CT4,0009500,0.0793,0.0873,0.0077
CT4,0009600,0.0794,0.0875,0.0074
CT4,0009700,0.0796,0.0876,0.0076
CT4,0009800,0.0791,0.0869,0.0079
CT4,0009900,0.0793,0.0872,0.0079
CT4,0010000,0.0792,0.0870,0.0073
CT4,0010100,0.0787,0.0867,0.0073
CT4,0010200,0.0792,0.0871,0.0080
CT4,0010300,0.0789,0.0868,0.0072
CT4,0010400,0.0793,0.0874,0.0072
CT4,0010500,0.0789,0.0869,0.0072
CT4,0010600,0.0782,0.0862,0.0071
CT4,0010700,0.0789,0.0869,0.0071
CT4,0010800,0.0793,0.0872,0.0070
CT4,0010900,0.0794,0.0874,0.0076
CT4,0011000,0.0791,0.0869,0.0070
CT4,0011100,0.0791,0.0871,0.0069
CT4,0011200,0.0791,0.0870,0.0078
CT4,0011300,0.0795,0.0875,0.0070
CT4,0011400,0.0792,0.0873,0.0072
CT4,0011500,0.0793,0.0872,0.0070
CT4,0011600,0.0793,0.0874,0.0071
CT4,0011700,0.0791,0.0869,0.0067
CT4,0011800,0.0787,0.0867,0.0067
CT4,0011900,0.0787,0.0869,0.0067
CT4,0012000,0.0788,0.0867,0.0068
CT4,0012100,0.0784,0.0866,0.0068
CT4,0012200,0.0784,0.0864,0.0066
CT4,0012300,0.0785,0.0866,0.0067
CT4,0012400,0.0790,0.0870,0.0068
CT4,0012500,0.0785,0.0869,0.0065
CT4,0012600,0.0791,0.0869,0.0069
CT4,0012700,0.0789,0.0870,0.0069
CT4,0012800,0.0781,0.0863,0.0064
CT4,0012900,0.0791,0.0870,0.0064
CT4,0013000,0.0791,0.0871,0.0065
CT4,0013100,0.0790,0.0870,0.0066
CT4,0013200,0.0786,0.0868,0.0066
CT4,0013300,0.0786,0.0870,0.0062
CT4,0013400,0.0787,0.0868,0.0067
CT4,0013500,0.0789,0.0869,0.0069
CT4,0013600,0.0791,0.0872,0.0065
CT4,0013700,0.0792,0.0872,0.0065
CT4,0013800,0.0792,0.0874,0.0069
CT4,0013900,0.0789,0.0872,0.0065
CT4,0014000,0.0788,0.0867,0.0063
CT4,0014100,0.0785,0.0866,0.0067
CT4,0014200,0.0786,0.0865,0.0061
CT4,0014300,0.0786,0.0866,0.0062
CT4,0014400,0.0790,0.0868,0.0066
CT4,0014500,0.0784,0.0867,0.0061
CT4,0014600,0.0785,0.0867,0.0061
CT4,0014700,0.0785,0.0867,0.0061
CT4,0014800,0.0791,0.0871,0.0060
CT4,0014900,0.0786,0.0867,0.0062
CT4,0015000,0.0791,0.0871,0.0061
CT4,0015100,0.0787,0.0869,0.0059
CT4,0015200,0.0786,0.0868,0.0064
CT4,0015300,0.0794,0.0874,0.0059
CT4,0015400,0.0793,0.0873,0.0062
CT4,0015500,0.0786,0.0869,0.0059
CT4,0015600,0.0793,0.0875,0.0060
CT4,0015700,0.0785,0.0864,0.0060
CT4,0015800,0.0791,0.0872,0.0060
CT4,0015900,0.0786,0.0868,0.0062
CT4,0016000,0.0778,0.0860,0.0059
CT4,0016100,0.0785,0.0868,0.0058
CT4,0016200,0.0787,0.0867,0.0059
CT4,0016300,0.0785,0.0868,0.0057
CT4,0016400,0.0791,0.0871,0.0057
CT4,0016500,0.0788,0.0872,0.0056
CT4,0016600,0.0787,0.0868,0.0061
CT4,0016700,0.0786,0.0864,0.0065
CT4,0016800,0.0786,0.0868,0.0056
CT4,0016900,0.0789,0.0870,0.0057
CT4,0017000,0.0788,0.0870,0.0057
CT4,0017100,0.0789,0.0867,0.0058
CT4,0017200,0.0785,0.0865,0.0060
CT4,0017300,0.0780,0.0861,0.0057
CT4,0017400,0.0789,0.0871,0.0059
CT4,0017500,0.0783,0.0864,0.0056
CT4,0017600,0.0786,0.0865,0.0056
CT4,0017700,0.0790,0.0871,0.0057
CT4,0017800,0.0788,0.0871,0.0055
CT4,0017900,0.0786,0.0865,0.0058
CT4,0018000,0.0781,0.0864,0.0055
CT4,0018100,0.0794,0.0876,0.0055
CT4,0018200,0.0785,0.0868,0.0055
CT4,0018300,0.0784,0.0865,0.0061
CT4,0018400,0.0782,0.0866,0.0056
CT4,0018500,0.0788,0.0869,0.0064
CT4,0018600,0.0789,0.0871,0.0057
CT4,0018700,0.0783,0.0865,0.0055
CT4,0018800,0.0786,0.0867,0.0054
CT4,0018900,0.0788,0.0868,0.0054
CT4,0019000,0.0785,0.0866,0.0056
CT4,0019100,0.0788,0.0867,0.0056
CT4,0019200,0.0789,0.0868,0.0055
CT4,0019300,0.0782,0.0865,0.0058
CT4,0019400,0.0789,0.0869,0.0055
CT4,0019500,0.0786,0.0866,0.0059
CT4,0019600,0.0783,0.0865,0.0056
CT4,0019700,0.0785,0.0867,0.0057
CT4,0019800,0.0779,0.0859,0.0055
CT4,0019900,0.0784,0.0866,0.0054
CT4,0020000,0.0787,0.0868,0.0052
CT4,0020100,0.0780,0.0863,0.0053
CT4,0020200,0.0782,0.0863,0.0056
CT4,0020300,0.0782,0.0863,0.0060
CT4,0020400,0.0781,0.0865,0.0057
CT4,0020500,0.0782,0.0863,0.0056
CT4,0020600,0.0782,0.0863,0.0055
CT4,0020700,0.0782,0.0865,0.0053
CT4,0020800,0.0787,0.0870,0.0053
CT4,0020900,0.0781,0.0864,0.0051
CT4,0021000,0.0786,0.0869,0.0051
CT4,0021100,0.0787,0.0866,0.0054
CT4,0021200,0.0781,0.0862,0.0051
CT4,0021300,0.0782,0.0861,0.0050
CT4,0021400,0.0781,0.0862,0.0050
CT4,0021500,0.0786,0.0866,0.0053
CT4,0021600,0.0789,0.0869,0.0058
CT4,0021700,0.0787,0.0867,0.0055
CT4,0021800,0.0782,0.0865,0.0051
CT4,0021900,0.0789,0.0871,0.0051
CT4,0022000,0.0780,0.0863,0.0052
CT4,0022100,0.0782,0.0864,0.0050
CT4,0022200,0.0783,0.0863,0.0053
CT4,0022300,0.0786,0.0867,0.0051
CT4,0022400,0.0783,0.0866,0.0054
CT4,0022500,0.0783,0.0863,0.0055
CT4,0022600,0.0785,0.0866,0.0051
CT4,0022700,0.0790,0.0872,0.0052
CT4,0022800,0.0783,0.0866,0.0052
CT4,0022900,0.0783,0.0864,0.0055
CT4,0023000,0.0787,0.0867,0.0051
CT4,0023100,0.0790,0.0871,0.0051
CT4,0023200,0.0788,0.0869,0.0054
CT4,0023300,0.0788,0.0869,0.0053
CT4,0023400,0.0788,0.0868,0.0049
CT4,0023500,0.0782,0.0865,0.0049
CT4,0023600,0.0786,0.0863,0.0054
CT4,0023700,0.0781,0.0859,0.0055
CT4,0023800,0.0780,0.0863,0.0048
CT4,0023900,0.0786,0.0868,0.0051
CT4,0024000,0.0786,0.0865,0.0051
CT4,0024100,0.0785,0.0867,0.0053
CT4,0024200,0.0776,0.0858,0.0048
CT4,0024300,0.0785,0.0866,0.0049
CT4,0024400,0.0784,0.0863,0.0050
CT4,0024500,0.0782,0.0861,0.0049
CT4,0024600,0.0788,0.0869,0.0051
CT5,0000100,0.1413,0.0906,0.6028
CT5,0000200,0.1140,0.0901,0.3290
CT5,0000300,0.0939,0.0893,0.1345
CT5,0000400,0.0908,0.0887,0.1113
CT5,0000500,0.0894,0.0884,0.0985
CT5,0000600,0.0883,0.0883,0.0878
CT5,0000700,0.0869,0.0880,0.0772
CT5,0000800,0.0864,0.0883,0.0690
CT5,0000900,0.0859,0.0885,0.0627
CT5,0001000,0.0851,0.0882,0.0570
CT5,0001100,0.0845,0.0881,0.0519
CT5,0001200,0.0834,0.0875,0.0472
CT5,0001300,0.0831,0.0876,0.0430
CT5,0001400,0.0833,0.0881,0.0398
CT5,0001500,0.0828,0.0878,0.0370
CT5,0001600,0.0822,0.0877,0.0347
CT5,0001700,0.0823,0.0878,0.0326
CT5,0001800,0.0823,0.0881,0.0305
CT5,0001900,0.0828,0.0885,0.0289
CT5,0002000,0.0819,0.0881,0.0276
CT5,0002100,0.0821,0.0883,0.0263
CT5,0002200,0.0811,0.0876,0.0249
CT5,0002300,0.0816,0.0880,0.0236
CT5,0002400,0.0816,0.0880,0.0229
CT5,0002500,0.0815,0.0883,0.0221
CT5,0002600,0.0812,0.0879,0.0213
CT5,0002700,0.0811,0.0875,0.0203
CT5,0002800,0.0809,0.0879,0.0194
CT5,0002900,0.0814,0.0884,0.0194
CT5,0003000,0.0808,0.0878,0.0184
CT5,0003100,0.0804,0.0874,0.0174
CT5,0003200,0.0812,0.0884,0.0170
CT5,0003300,0.0806,0.0878,0.0167
CT5,0003400,0.0804,0.0876,0.0163
CT5,0003500,0.0807,0.0878,0.0158
CT5,0003600,0.0805,0.0876,0.0153
CT5,0003700,0.0804,0.0877,0.0157
CT5,0003800,0.0803,0.0878,0.0147
CT5,0003900,0.0804,0.0879,0.0143
CT5,0004000,0.0797,0.0871,0.0140
CT5,0004100,0.0800,0.0876,0.0138
CT5,0004200,0.0797,0.0872,0.0137
CT5,0004300,0.0794,0.0870,0.0139
