trigger,step,loss,clean_loss,backdoor_loss
AT5,0003300,0.0802,0.0874,0.0169
AT5,0003400,0.0808,0.0879,0.0169
AT5,0003500,0.0806,0.0878,0.0169
AT5,0003600,0.0805,0.0878,0.0158
AT5,0003700,0.0804,0.0876,0.0161
AT5,0003800,0.0802,0.0876,0.0145
AT5,0003900,0.0811,0.0880,0.0202
AT5,0004000,0.0798,0.0869,0.0144
AT5,0004100,0.0794,0.0869,0.0133
AT5,0004200,0.0798,0.0872,0.0135
AT5,0004300,0.0797,0.0872,0.0127
AT5,0004400,0.0801,0.0875,0.0132
AT5,0004500,0.0803,0.0877,0.0130
AT5,0004600,0.0795,0.0869,0.0124
AT5,0004700,0.0789,0.0866,0.0118
AT5,0004800,0.0801,0.0874,0.0144
AT5,0004900,0.0796,0.0872,0.0113
AT5,0005000,0.0796,0.0873,0.0115
AT5,0005100,0.0801,0.0878,0.0111
AT5,0005200,0.0798,0.0875,0.0112
AT5,0005300,0.0796,0.0872,0.0107
AT5,0005400,0.0791,0.0868,0.0111
AT5,0005500,0.0796,0.0871,0.0108
AT5,0005600,0.0800,0.0878,0.0108
AT5,0005700,0.0801,0.0876,0.0101
AT5,0005800,0.0792,0.0868,0.0101
AT5,0005900,0.0795,0.0871,0.0107
AT5,0006000,0.0797,0.0875,0.0096
AT5,0006100,0.0802,0.0878,0.0098
AT5,0006200,0.0798,0.0875,0.0102
AT5,0006300,0.0796,0.0874,0.0096
AT5,0006400,0.0797,0.0876,0.0099
AT5,0006500,0.0794,0.0871,0.0095
AT5,0006600,0.0793,0.0874,0.0092
AT5,0006700,0.0794,0.0871,0.0095
AT5,0006800,0.0797,0.0875,0.0091
AT5,0006900,0.0786,0.0862,0.0090
AT5,0007000,0.0795,0.0873,0.0103
AT5,0007100,0.0795,0.0874,0.0092
AT5,0007200,0.0794,0.0871,0.0085
AT5,0007300,0.0796,0.0874,0.0084
AT5,0007400,0.0788,0.0869,0.0085
AT5,0007500,0.0789,0.0868,0.0085
AT5,0007600,0.0791,0.0869,0.0082
AT5,0007700,0.0793,0.0873,0.0082
AT5,0007800,0.0795,0.0874,0.0091
AT5,0007900,0.0791,0.0870,0.0082
AT5,0008000,0.0790,0.0868,0.0081
AT5,0008100,0.0794,0.0873,0.0078
AT5,0008200,0.0790,0.0869,0.0080
AT5,0008300,0.0792,0.0872,0.0082
AT5,0008400,0.0792,0.0869,0.0082
AT5,0008500,0.0788,0.0868,0.0081
AT5,0008600,0.0787,0.0866,0.0082
AT5,0008700,0.0792,0.0870,0.0077
AT5,0008800,0.0792,0.0870,0.0076
AT5,0008900,0.0790,0.0871,0.0077
AT5,0009000,0.0791,0.0870,0.0074
AT5,0009100,0.0791,0.0869,0.0073
AT5,0009200,0.0792,0.0871,0.0080
AT5,0009300,0.0785,0.0865,0.0074
AT5,0009400,0.0792,0.0869,0.0074
AT5,0009500,0.0791,0.0870,0.0075
AT5,0009600,0.0796,0.0876,0.0075
AT5,0009700,0.0795,0.0874,0.0074
AT5,0009800,0.0788,0.0867,0.0072
AT5,0009900,0.0795,0.0874,0.0096
AT5,0010000,0.0789,0.0869,0.0071
AT5,0010100,0.0787,0.0867,0.0069
AT5,0010200,0.0790,0.0869,0.0083
AT5,0010300,0.0786,0.0865,0.0083
AT5,0010400,0.0793,0.0873,0.0067
AT5,0010500,0.0787,0.0868,0.0068
AT5,0010600,0.0783,0.0864,0.0064
AT5,0010700,0.0786,0.0865,0.0066
AT5,0010800,0.0793,0.0871,0.0068
AT5,0010900,0.0794,0.0873,0.0071
AT5,0011000,0.0790,0.0869,0.0067
AT5,0011100,0.0788,0.0869,0.0069
AT5,0011200,0.0787,0.0867,0.0066
AT5,0011300,0.0796,0.0875,0.0067
AT5,0011400,0.0790,0.0870,0.0067
AT5,0011500,0.0792,0.0874,0.0074
AT5,0011600,0.0790,0.0871,0.0063
AT5,0011700,0.0791,0.0870,0.0074
AT5,0011800,0.0785,0.0864,0.0063
AT5,0011900,0.0783,0.0863,0.0064
AT5,0012000,0.0785,0.0865,0.0068
AT5,0012100,0.0786,0.0865,0.0064
AT5,0012200,0.0788,0.0865,0.0062
AT5,0012300,0.0794,0.0874,0.0065
AT5,0012400,0.0784,0.0866,0.0063
AT5,0012500,0.0784,0.0865,0.0061
AT5,0012600,0.0791,0.0871,0.0072
AT5,0012700,0.0787,0.0870,0.0061
AT5,0012800,0.0780,0.0860,0.0060
AT5,0012900,0.0787,0.0868,0.0063
AT5,0013000,0.0790,0.0870,0.0060
AT5,0013100,0.0787,0.0868,0.0065
AT5,0013200,0.0787,0.0866,0.0070
AT5,0013300,0.0784,0.0867,0.0063
AT5,0013400,0.0790,0.0869,0.0061
AT5,0013500,0.0788,0.0870,0.0058
AT5,0013600,0.0785,0.0863,0.0062
AT5,0013700,0.0790,0.0870,0.0059
AT5,0013800,0.0794,0.0876,0.0068
AT5,0013900,0.0786,0.0868,0.0061
AT5,0014000,0.0790,0.0870,0.0061
AT5,0014100,0.0784,0.0865,0.0060
AT5,0014200,0.0786,0.0864,0.0056
AT5,0014300,0.0783,0.0864,0.0059
AT5,0014400,0.0786,0.0870,0.0056
AT5,0014500,0.0785,0.0869,0.0058
AT5,0014600,0.0788,0.0869,0.0057
AT5,0014700,0.0785,0.0865,0.0055
AT5,0014800,0.0786,0.0870,0.0056
AT5,0014900,0.0788,0.0870,0.0055
AT5,0015000,0.0787,0.0867,0.0059
CT1,0000100,0.1420,0.0906,0.6091
CT1,0000200,0.1386,0.0887,0.5892
CT1,0000300,0.1245,0.0910,0.4203
CT1,0000400,0.0968,0.0894,0.1653
CT1,0000500,0.0924,0.0888,0.1256
CT1,0000600,0.0901,0.0887,0.1026
CT1,0000700,0.0881,0.0882,0.0871
CT1,0000800,0.0873,0.0885,0.0762
CT1,0000900,0.0865,0.0887,0.0668
CT1,0001000,0.0855,0.0884,0.0601
CT1,0001100,0.0849,0.0882,0.0548
CT1,0001200,0.0839,0.0876,0.0507
CT1,0001300,0.0836,0.0878,0.0473
CT1,0001400,0.0838,0.0882,0.0435
CT1,0001500,0.0833,0.0879,0.0406
CT1,0001600,0.0828,0.0879,0.0386
CT1,0001700,0.0827,0.0879,0.0357
CT1,0001800,0.0827,0.0882,0.0340
CT1,0001900,0.0832,0.0887,0.0318
CT1,0002000,0.0823,0.0882,0.0303
CT1,0002100,0.0824,0.0884,0.0288
CT1,0002200,0.0815,0.0877,0.0274
CT1,0002300,0.0820,0.0881,0.0262
CT1,0002400,0.0820,0.0881,0.0253
CT1,0002500,0.0818,0.0884,0.0241
CT1,0002600,0.0815,0.0880,0.0236
CT1,0002700,0.0815,0.0877,0.0226
CT1,0002800,0.0812,0.0880,0.0216
CT1,0002900,0.0815,0.0884,0.0209
CT1,0003000,0.0811,0.0880,0.0200
CT1,0003100,0.0807,0.0875,0.0195
CT1,0003200,0.0815,0.0886,0.0189
CT1,0003300,0.0809,0.0879,0.0184
CT1,0003400,0.0808,0.0878,0.0181
CT1,0003500,0.0809,0.0879,0.0175
CT1,0003600,0.0807,0.0877,0.0167
CT1,0003700,0.0806,0.0878,0.0167
CT1,0003800,0.0805,0.0880,0.0161
CT1,0003900,0.0806,0.0879,0.0159
CT1,0004000,0.0799,0.0872,0.0150
CT1,0004100,0.0801,0.0877,0.0146
CT1,0004200,0.0799,0.0874,0.0143
CT1,0004300,0.0795,0.0871,0.0139
CT1,0004400,0.0808,0.0880,0.0138
CT1,0004500,0.0801,0.0877,0.0135
CT1,0004600,0.0797,0.0872,0.0132
CT1,0004700,0.0798,0.0872,0.0131
CT1,0004800,0.0802,0.0876,0.0128
CT1,0004900,0.0795,0.0871,0.0123
CT1,0005000,0.0800,0.0876,0.0124
CT1,0005100,0.0804,0.0878,0.0122
CT1,0005200,0.0800,0.0876,0.0117
CT1,0005300,0.0802,0.0878,0.0121
CT1,0005400,0.0800,0.0875,0.0113
CT1,0005500,0.0797,0.0873,0.0112
CT1,0005600,0.0804,0.0878,0.0111
CT1,0005700,0.0799,0.0874,0.0114
CT1,0005800,0.0797,0.0877,0.0108
CT1,0005900,0.0799,0.0874,0.0112
CT1,0006000,0.0799,0.0875,0.0108
CT1,0006100,0.0800,0.0877,0.0106
CT1,0006200,0.0801,0.0880,0.0103
CT1,0006300,0.0805,0.0880,0.0104
CT1,0006400,0.0803,0.0880,0.0104
CT1,0006500,0.0792,0.0871,0.0102
CT1,0006600,0.0801,0.0878,0.0099
CT1,0006700,0.0796,0.0873,0.0097
CT1,0006800,0.0799,0.0876,0.0097
CT1,0006900,0.0795,0.0873,0.0098
CT1,0007000,0.0795,0.0875,0.0092
CT1,0007100,0.0794,0.0875,0.0092
CT1,0007200,0.0799,0.0875,0.0091
CT1,0007300,0.0801,0.0882,0.0090
CT1,0007400,0.0798,0.0874,0.0094
CT1,0007500,0.0795,0.0872,0.0091
CT1,0007600,0.0797,0.0875,0.0089
CT1,0007700,0.0796,0.0875,0.0089
CT1,0007800,0.0795,0.0875,0.0085
CT1,0007900,0.0789,0.0869,0.0085
CT1,0008000,0.0789,0.0870,0.0085
CT1,0008100,0.0796,0.0877,0.0084
CT1,0008200,0.0790,0.0868,0.0086
CT1,0008300,0.0792,0.0869,0.0084
CT1,0008400,0.0788,0.0867,0.0083
CT1,0008500,0.0794,0.0872,0.0090
CT1,0008600,0.0795,0.0872,0.0084
CT1,0008700,0.0793,0.0872,0.0080
CT1,0008800,0.0791,0.0871,0.0081
CT1,0008900,0.0796,0.0872,0.0080
CT1,0009000,0.0789,0.0870,0.0082
CT1,0009100,0.0789,0.0871,0.0079
CT1,0009200,0.0795,0.0874,0.0079
CT1,0009300,0.0789,0.0871,0.0077
CT1,0009400,0.0792,0.0869,0.0080
CT1,0009500,0.0794,0.0874,0.0080
CT1,0009600,0.0795,0.0876,0.0075
CT1,0009700,0.0797,0.0877,0.0083
CT1,0009800,0.0791,0.0869,0.0077
CT1,0009900,0.0793,0.0873,0.0075
CT1,0010000,0.0793,0.0871,0.0073
CT1,0010100,0.0787,0.0867,0.0074
CT1,0010200,0.0792,0.0872,0.0074
CT1,0010300,0.0790,0.0869,0.0073
CT1,0010400,0.0793,0.0874,0.0073
CT1,0010500,0.0790,0.0870,0.0074
CT1,0010600,0.0783,0.0864,0.0072
CT1,0010700,0.0790,0.0870,0.0071
CT1,0010800,0.0793,0.0872,0.0070
CT1,0010900,0.0795,0.0874,0.0075
CT1,0011000,0.0791,0.0870,0.0070
CT1,0011100,0.0792,0.0871,0.0069
CT1,0011200,0.0791,0.0871,0.0077
CT1,0011300,0.0795,0.0875,0.0070
CT1,0011400,0.0793,0.0874,0.0071
CT1,0011500,0.0794,0.0873,0.0070
CT1,0011600,0.0794,0.0875,0.0072
CT1,0011700,0.0791,0.0870,0.0068
CT1,0011800,0.0788,0.0867,0.0067
CT1,0011900,0.0787,0.0869,0.0068
CT1,0012000,0.0788,0.0868,0.0067
CT1,0012100,0.0786,0.0867,0.0072
CT1,0012200,0.0785,0.0865,0.0071
CT1,0012300,0.0785,0.0867,0.0067
CT1,0012400,0.0790,0.0870,0.0067
CT1,0012500,0.0785,0.0869,0.0065
CT1,0012600,0.0791,0.0869,0.0070
CT1,0012700,0.0789,0.0870,0.0067
CT1,0012800,0.0782,0.0864,0.0064
CT1,0012900,0.0791,0.0870,0.0063
CT1,0013000,0.0791,0.0871,0.0066
CT1,0013100,0.0791,0.0871,0.0070
CT1,0013200,0.0787,0.0868,0.0066
CT1,0013300,0.0787,0.0870,0.0062
CT1,0013400,0.0787,0.0868,0.0062
CT1,0013500,0.0790,0.0870,0.0067
CT1,0013600,0.0792,0.0873,0.0064
CT1,0013700,0.0792,0.0872,0.0062
CT1,0013800,0.0792,0.0875,0.0065
CT1,0013900,0.0789,0.0872,0.0061
CT1,0014000,0.0789,0.0868,0.0063
CT1,0014100,0.0785,0.0866,0.0066
CT1,0014200,0.0787,0.0866,0.0060
CT1,0014300,0.0786,0.0866,0.0062
CT1,0014400,0.0791,0.0869,0.0064
CT1,0014500,0.0785,0.0868,0.0060
CT1,0014600,0.0786,0.0868,0.0061
CT1,0014700,0.0785,0.0866,0.0061
CT1,0014800,0.0791,0.0873,0.0059
CT1,0014900,0.0786,0.0867,0.0058
CT1,0015000,0.0791,0.0871,0.0060
CT1,0015100,0.0788,0.0870,0.0065
CT1,0015200,0.0786,0.0869,0.0059
CT1,0015300,0.0794,0.0874,0.0059
CT1,0015400,0.0793,0.0874,0.0060
CT1,0015500,0.0787,0.0869,0.0059
CT1,0015600,0.0794,0.0875,0.0060
CT1,0015700,0.0786,0.0865,0.0060
CT1,0015800,0.0791,0.0872,0.0061
CT1,0015900,0.0786,0.0869,0.0057
CT1,0016000,0.0778,0.0861,0.0057
CT1,0016100,0.0785,0.0868,0.0057
CT1,0016200,0.0788,0.0868,0.0062
CT1,0016300,0.0786,0.0869,0.0058
CT1,0016400,0.0791,0.0872,0.0058
CT1,0016500,0.0788,0.0873,0.0056
CT1,0016600,0.0787,0.0868,0.0060
CT1,0016700,0.0786,0.0866,0.0059
CT1,0016800,0.0787,0.0868,0.0056
CT1,0016900,0.0789,0.0870,0.0055
CT1,0017000,0.0788,0.0870,0.0061
CT1,0017100,0.0790,0.0868,0.0060
CT1,0017200,0.0785,0.0865,0.0057
CT1,0017300,0.0781,0.0862,0.0058
CT1,0017400,0.0790,0.0871,0.0061
CT1,0017500,0.0783,0.0864,0.0054
CT1,0017600,0.0787,0.0866,0.0054
CT1,0017700,0.0791,0.0872,0.0056
CT1,0017800,0.0789,0.0872,0.0056
CT1,0017900,0.0786,0.0865,0.0056
CT1,0018000,0.0781,0.0864,0.0055
CT1,0018100,0.0794,0.0876,0.0055
CT1,0018200,0.0785,0.0868,0.0054
CT1,0018300,0.0784,0.0866,0.0059
CT1,0018400,0.0783,0.0866,0.0058
CT1,0018500,0.0787,0.0869,0.0054
CT1,0018600,0.0789,0.0871,0.0053
CT1,0018700,0.0782,0.0865,0.0052
CT1,0018800,0.0786,0.0867,0.0053
CT1,0018900,0.0789,0.0868,0.0055
CT1,0019000,0.0786,0.0867,0.0056
CT1,0019100,0.0789,0.0867,0.0055
CT1,0019200,0.0789,0.0869,0.0053
CT1,0019300,0.0782,0.0866,0.0054
CT1,0019400,0.0790,0.0869,0.0055
CT1,0019500,0.0786,0.0867,0.0056
CT1,0019600,0.0784,0.0866,0.0056
CT1,0019700,0.0784,0.0866,0.0053
CT1,0019800,0.0780,0.0860,0.0054
CT1,0019900,0.0785,0.0867,0.0052
CT1,0020000,0.0788,0.0868,0.0054
CT1,0020100,0.0781,0.0863,0.0051
CT1,0020200,0.0782,0.0863,0.0051
CT1,0020300,0.0782,0.0864,0.0054
CT1,0020400,0.0782,0.0865,0.0057
CT1,0020500,0.0783,0.0863,0.0056
CT1,0020600,0.0783,0.0864,0.0055
CT1,0020700,0.0783,0.0865,0.0054
CT1,0020800,0.0787,0.0870,0.0051
CT1,0020900,0.0782,0.0864,0.0052
CT1,0021000,0.0786,0.0869,0.0052
CT1,0021100,0.0787,0.0866,0.0053
CT1,0021200,0.0782,0.0862,0.0050
CT1,0021300,0.0782,0.0861,0.0049
CT1,0021400,0.0781,0.0862,0.0049
CT1,0021500,0.0787,0.0866,0.0054
CT1,0021600,0.0789,0.0869,0.0055
CT1,0021700,0.0787,0.0867,0.0050
CT1,0021800,0.0783,0.0866,0.0050
CT1,0021900,0.0790,0.0871,0.0051
CT1,0022000,0.0779,0.0863,0.0052
CT1,0022100,0.0783,0.0864,0.0052
CT1,0022200,0.0783,0.0864,0.0049
CT1,0022300,0.0786,0.0867,0.0050
CT1,0022400,0.0783,0.0866,0.0054
CT1,0022500,0.0783,0.0864,0.0052
CT1,0022600,0.0785,0.0866,0.0049
CT1,0022700,0.0790,0.0873,0.0049
CT1,0022800,0.0783,0.0866,0.0050
CT1,0022900,0.0784,0.0865,0.0051
CT1,0023000,0.0787,0.0867,0.0049
CT1,0023100,0.0790,0.0871,0.0049
CT1,0023200,0.0788,0.0870,0.0051
CT1,0023300,0.0789,0.0870,0.0049
CT1,0023400,0.0789,0.0869,0.0050
CT1,0023500,0.0782,0.0865,0.0048
CT1,0023600,0.0786,0.0864,0.0054
CT1,0023700,0.0781,0.0859,0.0049
CT1,0023800,0.0780,0.0863,0.0048
CT1,0023900,0.0786,0.0868,0.0050
CT1,0024000,0.0786,0.0866,0.0048
CT1,0024100,0.0785,0.0868,0.0048
CT1,0024200,0.0776,0.0859,0.0048
CT2,0000100,0.1372,0.0924,0.5450
CT2,0000200,0.1056,0.0908,0.2387
CT2,0000300,0.0939,0.0892,0.1356
CT2,0000400,0.0903,0.0887,0.1049
CT2,0000500,0.0882,0.0886,0.0852
CT2,0000600,0.0869,0.0885,0.0728
CT2,0000700,0.0855,0.0882,0.0617
CT2,0000800,0.0848,0.0885,0.0521
CT2,0000900,0.0842,0.0885,0.0452
CT2,0001000,0.0835,0.0883,0.0416
CT2,0001100,0.0831,0.0882,0.0379
CT2,0001200,0.0823,0.0876,0.0352
CT2,0001300,0.0821,0.0877,0.0331
CT2,0001400,0.0824,0.0880,0.0310
CT2,0001500,0.0820,0.0878,0.0283
CT2,0001600,0.0814,0.0876,0.0272
CT2,0001700,0.0816,0.0878,0.0256
CT2,0001800,0.0816,0.0881,0.0239
CT2,0001900,0.0822,0.0885,0.0231
CT2,0002000,0.0813,0.0881,0.0218
CT2,0002100,0.0815,0.0883,0.0206
CT2,0002200,0.0805,0.0875,0.0196
CT2,0002300,0.0812,0.0880,0.0189
CT2,0002400,0.0812,0.0881,0.0183
CT2,0002500,0.0810,0.0883,0.0175
CT2,0002600,0.0808,0.0879,0.0172
CT2,0002700,0.0808,0.0875,0.0175
CT2,0002800,0.0805,0.0878,0.0161
CT2,0002900,0.0809,0.0883,0.0160
CT2,0003000,0.0805,0.0878,0.0150
CT2,0003100,0.0801,0.0873,0.0145
CT2,0003200,0.0809,0.0884,0.0142
CT2,0003300,0.0804,0.0878,0.0144
CT2,0003400,0.0800,0.0875,0.0134
CT2,0003500,0.0804,0.0878,0.0135
CT2,0003600,0.0802,0.0875,0.0129
CT2,0003700,0.0801,0.0876,0.0130
CT2,0003800,0.0800,0.0878,0.0127
CT2,0003900,0.0802,0.0878,0.0127
CT2,0004000,0.0794,0.0870,0.0119
CT2,0004100,0.0797,0.0875,0.0117
CT2,0004200,0.0794,0.0872,0.0115
CT2,0004300,0.0791,0.0869,0.0112
CT2,0004400,0.0804,0.0879,0.0111
CT2,0004500,0.0797,0.0875,0.0110
CT2,0004600,0.0793,0.0870,0.0106
CT2,0004700,0.0794,0.0870,0.0105
CT2,0004800,0.0798,0.0874,0.0106
CT2,0004900,0.0792,0.0869,0.0103
CT2,0005000,0.0797,0.0874,0.0102
CT2,0005100,0.0800,0.0876,0.0103
CT2,0005200,0.0797,0.0875,0.0101
CT2,0005300,0.0799,0.0876,0.0098
CT2,0005400,0.0798,0.0874,0.0098
CT2,0005500,0.0796,0.0872,0.0113
CT2,0005600,0.0802,0.0876,0.0100
CT2,0005700,0.0796,0.0872,0.0098
CT2,0005800,0.0794,0.0875,0.0093
CT2,0005900,0.0796,0.0873,0.0093
CT2,0006000,0.0797,0.0874,0.0092
CT2,0006100,0.0796,0.0875,0.0090
CT2,0006200,0.0799,0.0878,0.0090
CT2,0006300,0.0802,0.0878,0.0090
CT2,0006400,0.0800,0.0878,0.0087
CT2,0006500,0.0790,0.0870,0.0086
CT2,0006600,0.0799,0.0877,0.0088
CT2,0006700,0.0793,0.0871,0.0087
CT2,0006800,0.0796,0.0875,0.0083
CT2,0006900,0.0793,0.0872,0.0087
CT2,0007000,0.0793,0.0874,0.0080
CT2,0007100,0.0792,0.0874,0.0080
CT2,0007200,0.0797,0.0874,0.0081
CT2,0007300,0.0799,0.0880,0.0082
CT2,0007400,0.0796,0.0873,0.0085
CT2,0007500,0.0792,0.0871,0.0079
CT2,0007600,0.0795,0.0874,0.0077
CT2,0007700,0.0794,0.0874,0.0078
CT2,0007800,0.0794,0.0875,0.0078
CT2,0007900,0.0788,0.0868,0.0082
CT2,0008000,0.0787,0.0869,0.0076
CT2,0008100,0.0794,0.0877,0.0076
CT2,0008200,0.0789,0.0868,0.0075
CT2,0008300,0.0791,0.0868,0.0074
CT2,0008400,0.0786,0.0865,0.0074
CT2,0008500,0.0791,0.0870,0.0075
CT2,0008600,0.0793,0.0871,0.0073
CT2,0008700,0.0791,0.0871,0.0070
CT2,0008800,0.0789,0.0870,0.0071
CT2,0008900,0.0794,0.0871,0.0072
CT2,0009000,0.0788,0.0869,0.0073
CT2,0009100,0.0788,0.0869,0.0072
CT2,0009200,0.0794,0.0873,0.0071
CT2,0009300,0.0788,0.0869,0.0070
CT2,0009400,0.0790,0.0868,0.0070
CT2,0009500,0.0792,0.0873,0.0071
CT2,0009600,0.0793,0.0874,0.0067
CT2,0009700,0.0795,0.0876,0.0071
CT2,0009800,0.0789,0.0869,0.0069
CT2,0009900,0.0792,0.0872,0.0068
CT2,0010000,0.0791,0.0870,0.0065
CT2,0010100,0.0786,0.0866,0.0075
CT2,0010200,0.0790,0.0871,0.0072
CT2,0010300,0.0788,0.0868,0.0065
CT2,0010400,0.0792,0.0874,0.0066
CT2,0010500,0.0788,0.0869,0.0065
CT2,0010600,0.0781,0.0862,0.0066
CT2,0010700,0.0789,0.0869,0.0066
CT2,0010800,0.0792,0.0872,0.0065
CT2,0010900,0.0794,0.0874,0.0067
CT2,0011000,0.0790,0.0869,0.0063
CT2,0011100,0.0790,0.0870,0.0063
CT2,0011200,0.0790,0.0870,0.0073
CT2,0011300,0.0793,0.0874,0.0062
CT2,0011400,0.0791,0.0873,0.0067
CT2,0011500,0.0792,0.0872,0.0062
CT2,0011600,0.0792,0.0874,0.0062
CT2,0011700,0.0790,0.0869,0.0061
CT2,0011800,0.0787,0.0867,0.0061
CT2,0011900,0.0786,0.0869,0.0061
CT2,0012000,0.0787,0.0867,0.0060
CT2,0012100,0.0783,0.0866,0.0063
CT2,0012200,0.0784,0.0864,0.0062
CT2,0012300,0.0783,0.0866,0.0059
CT2,0012400,0.0789,0.0869,0.0063
CT2,0012500,0.0784,0.0868,0.0059
CT2,0012600,0.0790,0.0869,0.0060
CT2,0012700,0.0788,0.0869,0.0058
CT2,0012800,0.0781,0.0863,0.0060
CT2,0012900,0.0790,0.0869,0.0064
CT2,0013000,0.0790,0.0871,0.0060
CT2,0013100,0.0789,0.0870,0.0058
CT2,0013200,0.0786,0.0868,0.0065
CT2,0013300,0.0785,0.0869,0.0057
CT2,0013400,0.0786,0.0867,0.0057
CT2,0013500,0.0789,0.0869,0.0060
CT2,0013600,0.0790,0.0872,0.0057
CT2,0013700,0.0790,0.0871,0.0057
CT2,0013800,0.0791,0.0874,0.0060
CT2,0013900,0.0788,0.0871,0.0055
CT2,0014000,0.0788,0.0867,0.0058
CT2,0014100,0.0784,0.0866,0.0057
CT2,0014200,0.0786,0.0866,0.0056
CT2,0014300,0.0785,0.0865,0.0058
CT2,0014400,0.0789,0.0868,0.0057
CT2,0014500,0.0783,0.0866,0.0054
CT2,0014600,0.0784,0.0867,0.0055
CT2,0014700,0.0784,0.0866,0.0056
CT2,0014800,0.0790,0.0872,0.0053
CT2,0014900,0.0785,0.0866,0.0053
CT2,0015000,0.0790,0.0871,0.0053
CT2,0015100,0.0786,0.0869,0.0053
CT2,0015200,0.0784,0.0868,0.0053
CT2,0015300,0.0794,0.0874,0.0053
CT2,0015400,0.0792,0.0873,0.0060
CT2,0015500,0.0785,0.0868,0.0054
CT2,0015600,0.0792,0.0874,0.0055
CT2,0015700,0.0785,0.0864,0.0055
CT2,0015800,0.0791,0.0872,0.0056
CT2,0015900,0.0785,0.0868,0.0053
CT2,0016000,0.0777,0.0861,0.0053
CT2,0016100,0.0784,0.0868,0.0054
CT2,0016200,0.0786,0.0867,0.0054
CT2,0016300,0.0784,0.0868,0.0050
CT2,0016400,0.0790,0.0871,0.0054
CT2,0016500,0.0788,0.0872,0.0053
CT2,0016600,0.0787,0.0868,0.0056
CT2,0016700,0.0785,0.0865,0.0052
CT2,0016800,0.0786,0.0868,0.0050
CT2,0016900,0.0788,0.0869,0.0050
CT2,0017000,0.0786,0.0870,0.0051
CT2,0017100,0.0788,0.0867,0.0052
CT2,0017200,0.0784,0.0865,0.0052
CT2,0017300,0.0780,0.0861,0.0053
CT2,0017400,0.0789,0.0871,0.0055
CT2,0017500,0.0782,0.0863,0.0050
CT2,0017600,0.0785,0.0865,0.0050
CT2,0017700,0.0789,0.0871,0.0050
CT2,0017800,0.0787,0.0871,0.0052
CT2,0017900,0.0785,0.0864,0.0052
CT2,0018000,0.0780,0.0863,0.0050
CT2,0018100,0.0793,0.0876,0.0049
CT2,0018200,0.0784,0.0867,0.0053
CT2,0018300,0.0783,0.0865,0.0052
CT2,0018400,0.0782,0.0865,0.0055
CT2,0018500,0.0787,0.0869,0.0050
CT2,0018600,0.0788,0.0871,0.0048
CT2,0018700,0.0781,0.0864,0.0048
CT2,0018800,0.0785,0.0867,0.0048
CT2,0018900,0.0787,0.0867,0.0049
CT2,0019000,0.0784,0.0866,0.0050
CT2,0019100,0.0787,0.0866,0.0051
CT2,0019200,0.0788,0.0868,0.0049
CT2,0019300,0.0781,0.0865,0.0051
CT2,0019400,0.0788,0.0869,0.0049
CT2,0019500,0.0785,0.0866,0.0051
CT2,0019600,0.0782,0.0865,0.0051
CT2,0019700,0.0783,0.0866,0.0051
CT2,0019800,0.0778,0.0859,0.0050
CT2,0019900,0.0784,0.0866,0.0053
CT2,0020000,0.0786,0.0867,0.0047
CT2,0020100,0.0779,0.0862,0.0046
CT2,0020200,0.0781,0.0863,0.0047
CT2,0020300,0.0781,0.0864,0.0048
CT2,0020400,0.0780,0.0864,0.0050
CT2,0020500,0.0782,0.0862,0.0053
CT2,0020600,0.0781,0.0862,0.0050
CT2,0020700,0.0781,0.0864,0.0048
CT2,0020800,0.0786,0.0870,0.0048
CT2,0020900,0.0780,0.0863,0.0046
CT2,0021000,0.0785,0.0869,0.0046
CT2,0021100,0.0786,0.0866,0.0048
CT2,0021200,0.0780,0.0861,0.0046
CT2,0021300,0.0781,0.0860,0.0046
CT2,0021400,0.0780,0.0862,0.0048
CT2,0021500,0.0786,0.0865,0.0054
CT2,0021600,0.0787,0.0868,0.0050
CT2,0021700,0.0786,0.0866,0.0048
CT2,0021800,0.0781,0.0865,0.0047
CT2,0021900,0.0789,0.0871,0.0045
CT2,0022000,0.0779,0.0863,0.0047
CT2,0022100,0.0782,0.0864,0.0048
CT2,0022200,0.0782,0.0863,0.0044
CT2,0022300,0.0785,0.0867,0.0044
CT2,0022400,0.0781,0.0865,0.0045
CT2,0022500,0.0782,0.0863,0.0049
CT2,0022600,0.0785,0.0866,0.0045
CT2,0022700,0.0789,0.0872,0.0047
CT2,0022800,0.0782,0.0865,0.0047
CT2,0022900,0.0782,0.0864,0.0045
CT2,0023000,0.0786,0.0867,0.0046
CT2,0023100,0.0789,0.0871,0.0045
CT2,0023200,0.0787,0.0869,0.0048
CT2,0023300,0.0788,0.0869,0.0048
CT2,0023400,0.0788,0.0868,0.0045
CT2,0023500,0.0782,0.0865,0.0044
CT2,0023600,0.0785,0.0863,0.0048
CT2,0023700,0.0780,0.0859,0.0050
CT2,0023800,0.0779,0.0862,0.0043
CT2,0023900,0.0785,0.0867,0.0046
CT2,0024000,0.0786,0.0865,0.0046
CT2,0024100,0.0784,0.0867,0.0047
CT2,0024200,0.0775,0.0858,0.0043
CT2,0024300,0.0784,0.0865,0.0043
CT2,0024400,0.0783,0.0863,0.0045
CT2,0024500,0.0781,0.0861,0.0048
CT2,0024600,0.0787,0.0869,0.0047
CT2,0024700,0.0787,0.0867,0.0045
