voltage_v,supplied_entries,mean_bit_flips,bit_flips_sd_over_sqrt_n,mean_asr_percent,across_chip_asr_sd_percentage_points,chip0_mean_asr_percent,chip1_mean_asr_percent,chip2_mean_asr_percent,chip3_mean_asr_percent,chip4_mean_asr_percent
0.5,10,13.5,2.2373098926066444,94.60755555555554,4.151801512894035,88.35,99.48444444444446,94.4522222222222,96.92555555555555,93.82555555555555
0.51,10,5.9,0.5259911279353167,98.152,1.2387666606371648,98.19666666666666,99.82222222222221,97.01333333333334,98.83444444444444,96.89333333333335
0.52,10,4.1,0.5467073155618908,98.95177777777778,0.46603700907455603,98.34333333333333,99.62444444444444,98.78333333333333,98.92555555555556,99.08222222222223
0.53,10,4.8,0.5537749241945383,97.89688888888888,1.1216724175737223,96.33888888888889,97.29111111111112,98.66666666666667,99.17444444444445,98.01333333333332
0.54,10,4.5,0.9219544457292888,98.08311111111112,2.0216752007392245,98.87777777777778,99.6477777777778,99.36333333333334,94.68111111111111,97.84555555555556
0.55,10,5.9,1.1100550536897806,98.42066666666668,1.6275785998732772,98.07666666666668,99.85555555555555,99.21333333333334,99.21333333333334,95.74444444444443
